route_id,stop_index,distance_km,departure_hour,num_stops,load_ratio,service_time_sec,stop_volume_cm3,num_packages,zone_id,stop_density,executor_capacity_cm3,actual_travel_time_sec
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,68,0.1748,10,119,0.9153,51.0,1135.18,1,220,5.7206,3313071.0,74.55
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,69,0.3009,10,119,0.9153,34.0,9522.192000000001,1,220,3.323,3313071.0,62.15
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,70,0.0812,10,119,0.9153,73.0,13297.312,1,220,12.3168,3313071.0,81.46
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,71,0.1156,10,119,0.9153,150.0,1114.416,1,161,8.6539,3313071.0,177.54
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,72,0.1984,10,119,0.9153,475.20000000000005,77862.64199999999,6,326,5.0392,3313071.0,501.18
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,73,0.0529,10,119,0.9153,128.0,26441.577,2,326,18.8919,3313071.0,132.89
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,74,0.0372,10,119,0.9153,92.0,13392.72,1,594,26.8998,3313071.0,98.11
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,75,0.2797,10,119,0.9153,99.89999999999999,41280.96,3,594,3.5755,3313071.0,137.59
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,76,0.174,10,119,0.9153,39.0,24227.28,1,790,5.7463,3313071.0,59.47
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,77,0.1146,10,119,0.9153,68.8,36952.42,4,790,8.7229,3313071.0,81.68
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,78,0.0406,10,119,0.9153,97.0,4393.158,1,790,24.6268,3313071.0,101.62
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,79,0.2112,10,119,0.9153,63.0,9875.898,2,790,4.7346,3313071.0,87.01
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,80,0.0834,10,119,0.9153,261.8,96461.14199999999,7,790,11.9916,3313071.0,273.23
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,81,0.3497,10,119,0.9153,192.0,52059.14,4,237,2.86,3313071.0,226.51
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,82,0.1427,10,119,0.9153,69.0,9638.948,2,105,7.0067,3313071.0,88.74
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,83,0.1801,10,119,0.9153,34.0,4580.064,1,105,5.5533,3313071.0,54.29
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,84,0.1149,10,119,0.9153,90.0,5741.924,1,105,8.7025,3313071.0,111.84
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,85,0.0785,10,119,0.9153,39.0,5741.924,1,105,12.7342,3313071.0,52.89
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,86,0.0751,10,119,0.9153,55.0,10440.233999999999,1,105,13.3244,3313071.0,67.74
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,87,0.0649,10,119,0.9153,87.0,5741.924,1,105,15.4195,3313071.0,94.94
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,88,0.1038,10,119,0.9153,110.0,20105.769999999997,4,105,9.638,3313071.0,122.54
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,89,0.0539,10,119,0.9153,80.0,25248.602,2,105,18.5624,3313071.0,90.38
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,90,0.5974,10,119,0.9153,128.8,32008.292,4,557,1.6738,3313071.0,234.59
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,91,0.3367,10,119,0.9153,31.0,1991.202,1,557,2.9699,3313071.0,75.79
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,92,0.1467,10,119,0.9153,197.10000000000002,36307.632,3,557,6.8144,3313071.0,214.45
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,93,0.2175,10,119,0.9153,35.0,3035.3399999999997,1,17,4.5976,3313071.0,71.9
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,94,0.0718,10,119,0.9153,78.0,59005.174999999996,3,17,13.9349,3313071.0,87.7
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,95,0.0598,10,119,0.9153,22.0,2012.304,1,17,16.7109,3313071.0,31.35
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,96,0.1428,10,119,0.9153,172.0,179421.96,4,17,7.004,3313071.0,200.61
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,97,0.0589,10,119,0.9153,26.0,3023.16,1,864,16.9723,3313071.0,38.14
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,98,0.12,10,119,0.9153,68.0,5331.2480000000005,1,864,8.3357,3313071.0,85.14
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,99,0.0537,10,119,0.9153,18.0,3436.112,1,864,18.6346,3313071.0,22.6
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,100,0.1854,10,119,0.9153,75.0,2596.77,1,864,5.3926,3313071.0,96.44
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,101,0.1098,10,119,0.9153,225.89999999999998,16989.36,3,904,9.1052,3313071.0,243.43
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,102,0.0724,10,119,0.9153,178.0,45088.01,5,904,13.8134,3313071.0,188.18
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,103,0.0987,10,119,0.9153,37.0,15240.238,2,904,10.131,3313071.0,54.37
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,104,0.0741,10,119,0.9153,177.89999999999998,18700.228000000003,3,904,13.4871,3313071.0,189.51
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,105,0.0988,10,119,0.9153,98.0,13334.444,4,904,10.1228,3313071.0,109.32
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,106,0.0703,10,119,0.9153,41.0,31452.82,2,904,14.2339,3313071.0,50.81
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,107,0.0643,10,119,0.9153,76.0,11510.869999999999,4,904,15.5499,3313071.0,86.12
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,108,0.5369,10,119,0.9153,167.2,29776.244000000002,4,563,1.8624,3313071.0,219.51
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,109,0.0777,10,119,0.9153,32.0,7937.706,1,563,12.8654,3313071.0,40.69
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,110,0.0455,10,119,0.9153,17.0,19968.537000000004,1,563,21.9854,3313071.0,24.31
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,111,0.1431,10,119,0.9153,207.0,23376.518,5,537,6.9897,3313071.0,222.95
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,112,0.1676,10,119,0.9153,89.0,4070.6819999999993,1,224,5.9653,3313071.0,107.87
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,113,0.1176,10,119,0.9153,80.0,3608.2520000000004,1,224,8.5034,3313071.0,94.61
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,114,0.0205,10,119,0.9153,229.0,63174.407999999996,5,224,48.8742,3313071.0,233.04
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,115,0.1609,10,119,0.9153,105.0,109998.822,5,224,6.2139,3313071.0,132.18
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,116,0.0292,10,119,0.9153,42.900000000000006,17225.772,3,224,34.279,3313071.0,47.6
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,117,0.3341,10,119,0.9153,79.0,1029.42,1,252,2.9934,3313071.0,120.01
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,0,28.399,10,106,0.4983,642.0,69140.754,3,380,0.0352,4247527.0,4671.38
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,1,0.2242,10,106,0.4983,236.0,5741.924,1,380,4.4596,4247527.0,264.39
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,2,0.1091,10,106,0.4983,243.0,20293.677,3,380,9.1694,4247527.0,262.92
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,3,0.1302,10,106,0.4983,81.0,7937.706,1,380,7.6783,4247527.0,100.65
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,4,0.163,10,106,0.4983,430.0,99672.34,2,380,6.1332,4247527.0,448.36
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,5,0.1295,10,106,0.4983,109.0,13297.312,1,380,7.7231,4247527.0,126.08
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,6,0.094,10,106,0.4983,116.0,5741.924,1,380,10.6402,4247527.0,127.34
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,7,0.0501,10,106,0.4983,66.0,9522.192000000001,1,380,19.9799,4247527.0,74.44
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,8,0.2233,10,106,0.4983,65.0,3859.1280000000006,1,380,4.4775,4247527.0,89.37
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,9,0.0726,10,106,0.4983,71.0,2603.3280000000004,1,380,13.765,4247527.0,83.04
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,10,0.0508,10,106,0.4983,56.0,1031.646,1,380,19.6953,4247527.0,66.56
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,11,0.0518,10,106,0.4983,50.0,823.515,1,380,19.2915,4247527.0,55.43
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,12,0.1564,10,106,0.4983,915.8000000000001,117182.882,19,461,6.3941,4247527.0,933.45
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,13,0.139,10,106,0.4983,358.0,15264.116000000002,2,461,7.1938,4247527.0,371.58
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,14,0.1199,10,106,0.4983,700.2,64635.352,6,430,8.3372,4247527.0,719.21
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,15,0.1534,10,106,0.4983,117.0,6282.387999999999,1,430,6.5208,4247527.0,136.36
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,16,0.1287,10,106,0.4983,129.0,870.1999999999999,1,430,7.772,4247527.0,154.09
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,17,0.0547,10,106,0.4983,207.0,43245.264,3,430,18.2775,4247527.0,214.0
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,18,0.0425,10,106,0.4983,90.0,5741.924,1,430,23.5224,4247527.0,95.38
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,19,0.0601,10,106,0.4983,223.2,35931.156,4,430,16.6322,4247527.0,235.52
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,20,0.0852,10,106,0.4983,91.0,5969.6,1,430,11.7377,4247527.0,101.13
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,21,0.1327,10,106,0.4983,90.0,5997.86,2,430,7.537,4247527.0,105.56
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,22,0.0696,10,106,0.4983,219.0,26810.368,1,430,14.3643,4247527.0,225.83
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,23,0.0819,10,106,0.4983,62.0,1611.792,1,430,12.2113,4247527.0,75.23
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,24,0.0643,10,106,0.4983,56.0,3128.1359999999995,1,430,15.5565,4247527.0,66.28
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,25,0.14,10,106,0.4983,327.0,164791.79200000002,5,430,7.142,4247527.0,339.18
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,26,0.0476,10,106,0.4983,51.0,4164.335999999999,1,430,21.0084,4247527.0,58.65
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,27,0.0437,10,106,0.4983,119.0,2466.0,1,430,22.8685,4247527.0,123.78
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,28,0.1784,10,106,0.4983,248.0,17886.329999999998,1,940,5.6068,4247527.0,270.5
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,29,0.0751,10,106,0.4983,155.0,8369.67,2,940,13.3169,4247527.0,167.16
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,30,0.1032,10,106,0.4983,122.0,6171.807000000001,2,940,9.6936,4247527.0,140.08
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,31,0.0865,10,106,0.4983,73.0,6282.387999999999,1,940,11.5666,4247527.0,80.31
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,32,0.1884,10,106,0.4983,86.0,15726.41,1,940,5.3084,4247527.0,108.36
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,33,0.0365,10,106,0.4983,84.0,9522.192000000001,1,940,27.4285,4247527.0,91.73
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,34,0.1136,10,106,0.4983,131.10000000000002,24268.699999999997,3,940,8.8005,4247527.0,146.95
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,35,0.3166,10,106,0.4983,147.0,4969.775999999999,2,940,3.1582,4247527.0,181.94
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,36,0.2327,10,106,0.4983,68.0,5741.924,1,940,4.2972,4247527.0,112.04
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,37,0.1455,10,106,0.4983,122.0,55961.471999999994,2,940,6.8736,4247527.0,140.4
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,38,0.0633,10,106,0.4983,255.0,24061.054,3,940,15.8048,4247527.0,262.14
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,39,0.078,10,106,0.4983,51.0,25924.632,1,940,12.8278,4247527.0,58.15
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,40,0.0847,10,106,0.4983,158.0,8394.403999999999,2,940,11.8123,4247527.0,167.18
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,41,0.1113,10,106,0.4983,138.0,10044.95,2,940,8.9884,4247527.0,151.96
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,42,0.0856,10,106,0.4983,288.0,5741.924,1,76,11.687,4247527.0,299.15
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,43,0.2187,10,106,0.4983,108.89999999999999,15772.251999999999,3,76,4.5725,4247527.0,129.25
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,44,0.1288,10,106,0.4983,215.0,3383.5759999999996,1,76,7.7668,4247527.0,228.69
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,45,0.0905,10,106,0.4983,271.0,1888.8869999999997,1,76,11.0512,4247527.0,280.5
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,46,0.0451,10,106,0.4983,84.0,5741.924,1,76,22.1674,4247527.0,89.66
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,47,0.0541,10,106,0.4983,131.0,6229.424,2,76,18.48,4247527.0,135.57
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,48,0.2657,10,106,0.4983,199.2,31202.027000000002,4,76,3.7637,4247527.0,231.48
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,49,0.09,10,106,0.4983,60.0,5741.924,1,76,11.1144,4247527.0,78.49
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,50,0.2142,10,106,0.4983,66.0,3820.655999999999,1,76,4.6679,4247527.0,92.33
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,51,0.1868,10,106,0.4983,168.0,54211.91999999999,1,644,5.3541,4247527.0,196.41
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,52,0.1175,10,106,0.4983,105.0,5942.01,1,644,8.5089,4247527.0,117.65
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,53,0.0736,10,106,0.4983,177.0,12774.293999999998,2,644,13.5829,4247527.0,184.9
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,54,0.1016,10,106,0.4983,76.0,24227.28,1,644,9.838,4247527.0,94.92
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,55,0.087,10,106,0.4983,82.0,6282.387999999999,1,644,11.4956,4247527.0,97.74
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,56,0.1487,10,106,0.4983,149.10000000000002,23423.994,3,644,6.7259,4247527.0,179.45
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,57,0.1351,10,106,0.4983,135.0,11589.354,2,644,7.4005,4247527.0,150.48
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,58,0.139,10,106,0.4983,216.89999999999998,13211.047999999999,3,644,7.1949,4247527.0,240.34
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,59,0.1944,10,106,0.4983,108.0,6415.702,2,620,5.1427,4247527.0,139.59
